HallOfFameRowID,personID,year,votedBy,ballots,needed,votes,inducted,category,needed_note
2114,ruffire01,1967,Run Off,306.0,NULL,266.0,Y,Player,1st
2115,medwijo01,1967,Run Off,306.0,NULL,248.0,N,Player,1st
2116,medwijo01,1967,BBWAA,292.0,219.0,212.0,N,Player,NULL
2117,ruffire01,1967,BBWAA,292.0,219.0,212.0,N,Player,NULL
2118,camparo01,1967,BBWAA,292.0,219.0,204.0,N,Player,NULL
2119,camparo01,1967,Run Off,306.0,NULL,170.0,N,Player,1st
2120,boudrlo01,1967,BBWAA,292.0,219.0,143.0,N,Player,NULL
2121,kinerra01,1967,BBWAA,292.0,219.0,124.0,N,Player,NULL
2122,slaugen01,1967,BBWAA,292.0,219.0,123.0,N,Player,NULL
2123,lopezal01,1967,BBWAA,292.0,219.0,114.0,N,Player,NULL
2124,marioma01,1967,BBWAA,292.0,219.0,90.0,N,Player,NULL
2125,mizejo01,1967,BBWAA,292.0,219.0,89.0,N,Player,NULL
2126,reesepe01,1967,BBWAA,292.0,219.0,89.0,N,Player,NULL
2127,vandejo01,1967,BBWAA,292.0,219.0,87.0,N,Player,NULL
2128,reynoal01,1967,BBWAA,292.0,219.0,77.0,N,Player,NULL
2129,rizzuph01,1967,BBWAA,292.0,219.0,71.0,N,Player,NULL
2130,boudrlo01,1967,Run Off,306.0,NULL,68.0,N,Player,1st
2131,gordojo01,1967,BBWAA,292.0,219.0,66.0,N,Player,NULL
2132,waltebu01,1967,BBWAA,292.0,219.0,65.0,N,Player,NULL
2133,newhoha01,1967,BBWAA,292.0,219.0,62.0,N,Player,NULL
2134,hermabi01,1967,BBWAA,292.0,219.0,59.0,N,Player,NULL
2135,hardeme01,1967,BBWAA,292.0,219.0,52.0,N,Player,NULL
2136,lopezal01,1967,Run Off,306.0,NULL,50.0,N,Player,1st
2137,slaugen01,1967,Run Off,306.0,NULL,48.0,N,Player,1st
2138,vaughar01,1967,BBWAA,292.0,219.0,46.0,N,Player,NULL
2139,lombaer01,1967,BBWAA,292.0,219.0,43.0,N,Player,NULL
2140,kinerra01,1967,Run Off,306.0,NULL,41.0,N,Player,1st
2141,kellge01,1967,BBWAA,292.0,219.0,40.0,N,Player,NULL
2142,darkal01,1967,BBWAA,292.0,219.0,38.0,N,Player,NULL
2143,doerrbo01,1967,BBWAA,292.0,219.0,35.0,N,Player,NULL
2144,lemonbo01,1967,BBWAA,292.0,219.0,35.0,N,Player,NULL
2145,vandejo01,1967,Run Off,306.0,NULL,35.0,N,Player,1st
2146,lombaer01,1967,Run Off,306.0,NULL,25.0,N,Player,1st
2147,waltebu01,1967,Run Off,306.0,NULL,24.0,N,Player,1st
2148,bauerha01,1967,BBWAA,292.0,219.0,23.0,N,Player,NULL
2149,marioma01,1967,Run Off,306.0,NULL,22.0,N,Player,1st
2150,newsobo01,1967,BBWAA,292.0,219.0,19.0,N,Player,NULL
2151,reynoal01,1967,Run Off,306.0,NULL,19.0,N,Player,1st
2152,vaughar01,1967,Run Off,306.0,NULL,19.0,N,Player,1st
2153,newcodo01,1967,BBWAA,292.0,219.0,18.0,N,Player,NULL
2154,reesepe01,1967,Run Off,306.0,NULL,16.0,N,Player,1st
2155,cavarph01,1967,BBWAA,292.0,219.0,15.0,N,Player,NULL
2156,doerrbo01,1967,Run Off,306.0,NULL,15.0,N,Player,1st
2157,vernomi01,1967,BBWAA,292.0,219.0,14.0,N,Player,NULL
2158,hardeme01,1967,Run Off,306.0,NULL,14.0,N,Player,1st
2159,hermabi01,1967,Run Off,306.0,NULL,14.0,N,Player,1st
2160,mizejo01,1967,Run Off,306.0,NULL,14.0,N,Player,1st
2161,rizzuph01,1967,Run Off,306.0,NULL,14.0,N,Player,1st
2162,gordojo01,1967,Run Off,306.0,NULL,13.0,N,Player,1st
2163,newhoha01,1967,Run Off,306.0,NULL,13.0,N,Player,1st
2164,kellge01,1967,Run Off,306.0,NULL,11.0,N,Player,1st
2165,dobyla01,1967,BBWAA,292.0,219.0,10.0,N,Player,NULL
2166,thomsbo01,1967,BBWAA,292.0,219.0,10.0,N,Player,NULL
2167,kluszte01,1967,BBWAA,292.0,219.0,9.0,N,Player,NULL
2168,bauerha01,1967,Run Off,306.0,NULL,9.0,N,Player,1st
2169,darkal01,1967,Run Off,306.0,NULL,7.0,N,Player,1st
2170,lemonbo01,1967,Run Off,306.0,NULL,7.0,N,Player,1st
2171,newsobo01,1967,Run Off,306.0,NULL,6.0,N,Player,1st
2172,mcdougi01,1967,BBWAA,292.0,219.0,4.0,N,Player,NULL
2173,cavarph01,1967,Run Off,306.0,NULL,4.0,N,Player,1st
2174,jenseja01,1967,BBWAA,292.0,219.0,3.0,N,Player,NULL
2175,moorete01,1967,BBWAA,292.0,219.0,3.0,N,Player,NULL
2176,ennisde01,1967,BBWAA,292.0,219.0,2.0,N,Player,NULL
2177,furilca01,1967,BBWAA,292.0,219.0,2.0,N,Player,NULL
2178,heganji01,1967,BBWAA,292.0,219.0,2.0,N,Player,NULL
2179,torgeea01,1967,BBWAA,292.0,219.0,2.0,N,Player,NULL
2180,valoel01,1967,BBWAA,292.0,219.0,2.0,N,Player,NULL
2181,newcodo01,1967,Run Off,306.0,NULL,2.0,N,Player,1st
2182,vernomi01,1967,Run Off,306.0,NULL,2.0,N,Player,1st
2183,courtcl01,1967,BBWAA,292.0,219.0,1.0,N,Player,NULL
2184,dropowa01,1967,BBWAA,292.0,219.0,1.0,N,Player,NULL
2185,garvene01,1967,BBWAA,292.0,219.0,1.0,N,Player,NULL
2186,hattogr01,1967,BBWAA,292.0,219.0,1.0,N,Player,NULL
2187,hearnji01,1967,BBWAA,292.0,219.0,1.0,N,Player,NULL
2188,martibi02,1967,BBWAA,292.0,219.0,1.0,N,Player,NULL
2189,pafkoan01,1967,BBWAA,292.0,219.0,1.0,N,Player,NULL
2190,dobyla01,1967,Run Off,306.0,NULL,1.0,N,Player,1st
2191,thomsbo01,1967,Run Off,306.0,NULL,1.0,N,Player,1st
2192,rickebr01,1967,Veterans,NULL,NULL,NULL,Y,Pioneer/Executive,NULL
2193,wanerll01,1967,Veterans,NULL,NULL,NULL,Y,Player,NULL
2194,medwijo01,1968,BBWAA,283.0,213.0,240.0,Y,Player,NULL
2195,camparo01,1968,BBWAA,283.0,213.0,205.0,N,Player,NULL
2196,boudrlo01,1968,BBWAA,283.0,213.0,146.0,N,Player,NULL
2197,slaugen01,1968,BBWAA,283.0,213.0,129.0,N,Player,NULL
2198,kinerra01,1968,BBWAA,283.0,213.0,118.0,N,Player,NULL
2199,mizejo01,1968,BBWAA,283.0,213.0,103.0,N,Player,NULL
2200,reynoal01,1968,BBWAA,283.0,213.0,95.0,N,Player,NULL
2201,marioma01,1968,BBWAA,283.0,213.0,89.0,N,Player,NULL
2202,vaughar01,1968,BBWAA,283.0,213.0,82.0,N,Player,NULL
2203,reesepe01,1968,BBWAA,283.0,213.0,81.0,N,Player,NULL
2204,vandejo01,1968,BBWAA,283.0,213.0,79.0,N,Player,NULL
2205,gordojo01,1968,BBWAA,283.0,213.0,77.0,N,Player,NULL
2206,rizzuph01,1968,BBWAA,283.0,213.0,74.0,N,Player,NULL
2207,newhoha01,1968,BBWAA,283.0,213.0,67.0,N,Player,NULL
2208,waltebu01,1968,BBWAA,283.0,213.0,67.0,N,Player,NULL
2209,doerrbo01,1968,BBWAA,283.0,213.0,48.0,N,Player,NULL
2210,kellge01,1968,BBWAA,283.0,213.0,47.0,N,Player,NULL
2211,lemonbo01,1968,BBWAA,283.0,213.0,47.0,N,Player,NULL
2212,darkal01,1968,BBWAA,283.0,213.0,36.0,N,Player,NULL
2213,moorete01,1968,BBWAA,283.0,213.0,33.0,N,Player,NULL
2214,cavarph01,1968,BBWAA,283.0,213.0,23.0,N,Player,NULL
2215,henrito01,1968,BBWAA,283.0,213.0,22.0,N,Player,NULL
2216,newsobo01,1968,BBWAA,283.0,213.0,22.0,N,Player,NULL
2217,vernomi01,1968,BBWAA,283.0,213.0,22.0,N,Player,NULL
2218,crosefr01,1968,BBWAA,283.0,213.0,15.0,N,Player,NULL
2219,kluszte01,1968,BBWAA,283.0,213.0,14.0,N,Player,NULL
2220,thomsbo01,1968,BBWAA,283.0,213.0,13.0,N,Player,NULL
2221,kellech01,1968,BBWAA,283.0,213.0,11.0,N,Player,NULL
2222,maglisa01,1968,BBWAA,283.0,213.0,11.0,N,Player,NULL
2223,erskica01,1968,BBWAA,283.0,213.0,9.0,N,Player,NULL
2224,newcodo01,1968,BBWAA,283.0,213.0,9.0,N,Player,NULL
2225,coopewa01,1968,BBWAA,283.0,213.0,8.0,N,Player,NULL
2226,dimagdo01,1968,BBWAA,283.0,213.0,8.0,N,Player,NULL
2227,sainjo01,1968,BBWAA,283.0,213.0,7.0,N,Player,NULL
2228,ashburi01,1968,BBWAA,283.0,213.0,6.0,N,Player,NULL
2229,rowesc01,1968,BBWAA,283.0,213.0,6.0,N,Player,NULL
2230,walkedi02,1968,BBWAA,283.0,213.0,6.0,N,Player,NULL
2231,blackew01,1968,BBWAA,283.0,213.0,5.0,N,Player,NULL
2232,leonadu02,1968,BBWAA,283.0,213.0,5.0,N,Player,NULL
2233,mcdougi01,1968,BBWAA,283.0,213.0,4.0,N,Player,NULL
2234,moseswa01,1968,BBWAA,283.0,213.0,4.0,N,Player,NULL
2235,brechha01,1968,BBWAA,283.0,213.0,3.0,N,Player,NULL
2236,jenseja01,1968,BBWAA,283.0,213.0,3.0,N,Player,NULL
2237,mccorfr01,1968,BBWAA,283.0,213.0,3.0,N,Player,NULL
2238,galanau01,1968,BBWAA,283.0,213.0,2.0,N,Player,NULL
2239,lopated01,1968,BBWAA,283.0,213.0,2.0,N,Player,NULL
2240,roepr01,1968,BBWAA,283.0,213.0,2.0,N,Player,NULL
2241,raschvi01,1968,BBWAA,283.0,213.0,1.0,N,Player,NULL
2242,cuyleki01,1968,Veterans,NULL,NULL,NULL,Y,Player,NULL
2243,gosligo01,1968,Veterans,NULL,NULL,NULL,Y,Player,NULL
2244,musiast01,1969,BBWAA,340.0,255.0,317.0,Y,Player,NULL
2245,camparo01,1969,BBWAA,340.0,255.0,270.0,Y,Player,NULL
2246,boudrlo01,1969,BBWAA,340.0,255.0,218.0,N,Player,NULL
2247,kinerra01,1969,BBWAA,340.0,255.0,137.0,N,Player,NULL
2248,slaugen01,1969,BBWAA,340.0,255.0,128.0,N,Player,NULL
2249,mizejo01,1969,BBWAA,340.0,255.0,116.0,N,Player,NULL
2250,marioma01,1969,BBWAA,340.0,255.0,112.0,N,Player,NULL
2251,reynoal01,1969,BBWAA,340.0,255.0,98.0,N,Player,NULL
2252,gordojo01,1969,BBWAA,340.0,255.0,97.0,N,Player,NULL
2253,vandejo01,1969,BBWAA,340.0,255.0,95.0,N,Player,NULL
2254,wynnea01,1969,BBWAA,340.0,255.0,95.0,N,Player,NULL
2255,reesepe01,1969,BBWAA,340.0,255.0,89.0,N,Player,NULL
2256,hodgegi01,1969,BBWAA,340.0,255.0,82.0,N,Player,NULL
2257,newhoha01,1969,BBWAA,340.0,255.0,82.0,N,Player,NULL
2258,rizzuph01,1969,BBWAA,340.0,255.0,78.0,N,Player,NULL
2259,schoere01,1969,BBWAA,340.0,255.0,65.0,N,Player,NULL
2260,doerrbo01,1969,BBWAA,340.0,255.0,62.0,N,Player,NULL
2261,kellge01,1969,BBWAA,340.0,255.0,60.0,N,Player,NULL
2262,lemonbo01,1969,BBWAA,340.0,255.0,56.0,N,Player,NULL
2263,henrito01,1969,BBWAA,340.0,255.0,50.0,N,Player,NULL
2264,darkal01,1969,BBWAA,340.0,255.0,48.0,N,Player,NULL
2265,cavarph01,1969,BBWAA,340.0,255.0,37.0,N,Player,NULL
2266,newsobo01,1969,BBWAA,340.0,255.0,32.0,N,Player,NULL
2267,vernomi01,1969,BBWAA,340.0,255.0,21.0,N,Player,NULL
2268,waltebu01,1969,BBWAA,340.0,255.0,20.0,N,Player,NULL
2269,rowesc01,1969,BBWAA,340.0,255.0,17.0,N,Player,NULL
2270,kellech01,1969,BBWAA,340.0,255.0,14.0,N,Player,NULL
2271,dimagdo01,1969,BBWAA,340.0,255.0,13.0,N,Player,NULL
2272,blackew01,1969,BBWAA,340.0,255.0,11.0,N,Player,NULL
2273,kluszte01,1969,BBWAA,340.0,255.0,11.0,N,Player,NULL
2274,ashburi01,1969,BBWAA,340.0,255.0,10.0,N,Player,NULL
2275,walkedi02,1969,BBWAA,340.0,255.0,9.0,N,Player,NULL
2276,sainjo01,1969,BBWAA,340.0,255.0,8.0,N,Player,NULL
2277,minosmi01,1969,BBWAA,340.0,255.0,6.0,N,Player,NULL
2278,thomsbo01,1969,BBWAA,340.0,255.0,6.0,N,Player,NULL
2279,coopewa01,1969,BBWAA,340.0,255.0,5.0,N,Player,NULL
2280,erskica01,1969,BBWAA,340.0,255.0,4.0,N,Player,NULL
2281,leonadu02,1969,BBWAA,340.0,255.0,4.0,N,Player,NULL
2282,moseswa01,1969,BBWAA,340.0,255.0,4.0,N,Player,NULL
2283,coopemo01,1969,BBWAA,340.0,255.0,3.0,N,Player,NULL
2284,mcdougi01,1969,BBWAA,340.0,255.0,3.0,N,Player,NULL
2285,newcodo01,1969,BBWAA,340.0,255.0,3.0,N,Player,NULL
2286,raschvi01,1969,BBWAA,340.0,255.0,3.0,N,Player,NULL
2287,brechha01,1969,BBWAA,340.0,255.0,2.0,N,Player,NULL
2288,lopated01,1969,BBWAA,340.0,255.0,2.0,N,Player,NULL
2289,jenseja01,1969,BBWAA,340.0,255.0,1.0,N,Player,NULL
2290,covelst01,1969,Veterans,NULL,NULL,NULL,Y,Player,NULL
2291,hoytwa01,1969,Veterans,NULL,NULL,NULL,Y,Player,NULL
2292,boudrlo01,1970,BBWAA,300.0,225.0,232.0,Y,Player,NULL
2293,kinerra01,1970,BBWAA,300.0,225.0,167.0,N,Player,NULL
2294,hodgegi01,1970,BBWAA,300.0,225.0,145.0,N,Player,NULL
2295,wynnea01,1970,BBWAA,300.0,225.0,140.0,N,Player,NULL
2296,slaugen01,1970,BBWAA,300.0,225.0,133.0,N,Player,NULL
2297,mizejo01,1970,BBWAA,300.0,225.0,126.0,N,Player,NULL
2298,marioma01,1970,BBWAA,300.0,225.0,120.0,N,Player,NULL
2299,reesepe01,1970,BBWAA,300.0,225.0,97.0,N,Player,NULL
2300,schoere01,1970,BBWAA,300.0,225.0,97.0,N,Player,NULL
2301,kellge01,1970,BBWAA,300.0,225.0,90.0,N,Player,NULL
2302,reynoal01,1970,BBWAA,300.0,225.0,89.0,N,Player,NULL
2303,vandejo01,1970,BBWAA,300.0,225.0,88.0,N,Player,NULL
2304,newhoha01,1970,BBWAA,300.0,225.0,80.0,N,Player,NULL
2305,gordojo01,1970,BBWAA,300.0,225.0,79.0,N,Player,NULL
2306,rizzuph01,1970,BBWAA,300.0,225.0,79.0,N,Player,NULL
2307,doerrbo01,1970,BBWAA,300.0,225.0,75.0,N,Player,NULL
2308,lemonbo01,1970,BBWAA,300.0,225.0,75.0,N,Player,NULL
2309,henrito01,1970,BBWAA,300.0,225.0,62.0,N,Player,NULL
2310,darkal01,1970,BBWAA,300.0,225.0,55.0,N,Player,NULL
2311,cavarph01,1970,BBWAA,300.0,225.0,51.0,N,Player,NULL
2312,snidedu01,1970,BBWAA,300.0,225.0,51.0,N,Player,NULL
2313,waltebu01,1970,BBWAA,300.0,225.0,29.0,N,Player,NULL
2314,dimagdo01,1970,BBWAA,300.0,225.0,15.0,N,Player,NULL
2315,blackew01,1970,BBWAA,300.0,225.0,14.0,N,Player,NULL
2316,newsobo01,1970,BBWAA,300.0,225.0,12.0,N,Player,NULL
2317,ashburi01,1970,BBWAA,300.0,225.0,11.0,N,Player,NULL
2318,vernomi01,1970,BBWAA,300.0,225.0,10.0,N,Player,NULL
2319,coopewa01,1970,BBWAA,300.0,225.0,9.0,N,Player,NULL
2320,sainjo01,1970,BBWAA,300.0,225.0,9.0,N,Player,NULL
2321,kluszte01,1970,BBWAA,300.0,225.0,8.0,N,Player,NULL
2322,kellech01,1970,BBWAA,300.0,225.0,7.0,N,Player,NULL
2323,shantbo01,1970,BBWAA,300.0,225.0,7.0,N,Player,NULL
2324,leonadu02,1970,BBWAA,300.0,225.0,5.0,N,Player,NULL
2325,moseswa01,1970,BBWAA,300.0,225.0,5.0,N,Player,NULL
2326,newcodo01,1970,BBWAA,300.0,225.0,5.0,N,Player,NULL
2327,piercbi02,1970,BBWAA,300.0,225.0,5.0,N,Player,NULL
2328,thomsbo01,1970,BBWAA,300.0,225.0,4.0,N,Player,NULL
2329,brechha01,1970,BBWAA,300.0,225.0,3.0,N,Player,NULL
2330,galanau01,1970,BBWAA,300.0,225.0,3.0,N,Player,NULL
2331,erskica01,1970,BBWAA,300.0,225.0,2.0,N,Player,NULL
2332,furilca01,1970,BBWAA,300.0,225.0,2.0,N,Player,NULL
2333,wertzvi01,1970,BBWAA,300.0,225.0,2.0,N,Player,NULL
2334,jenseja01,1970,BBWAA,300.0,225.0,1.0,N,Player,NULL
2335,lopated01,1970,BBWAA,300.0,225.0,1.0,N,Player,NULL
2336,mcdougi01,1970,BBWAA,300.0,225.0,1.0,N,Player,NULL
2337,roepr01,1970,BBWAA,300.0,225.0,1.0,N,Player,NULL
2338,combsea01,1970,Veterans,NULL,NULL,NULL,Y,Player,NULL
2339,frickfo99,1970,Veterans,NULL,NULL,NULL,Y,Pioneer/Executive,NULL
2340,haineje01,1970,Veterans,NULL,NULL,NULL,Y,Player,NULL
2341,berrayo01,1971,BBWAA,360.0,270.0,242.0,N,Player,NULL
2342,wynnea01,1971,BBWAA,360.0,270.0,240.0,N,Player,NULL
2343,kinerra01,1971,BBWAA,360.0,270.0,212.0,N,Player,NULL
2344,hodgegi01,1971,BBWAA,360.0,270.0,180.0,N,Player,NULL
2345,slaugen01,1971,BBWAA,360.0,270.0,165.0,N,Player,NULL
2346,mizejo01,1971,BBWAA,360.0,270.0,157.0,N,Player,NULL
2347,reesepe01,1971,BBWAA,360.0,270.0,127.0,N,Player,NULL
2348,marioma01,1971,BBWAA,360.0,270.0,123.0,N,Player,NULL
2349,schoere01,1971,BBWAA,360.0,270.0,123.0,N,Player,NULL
2350,reynoal01,1971,BBWAA,360.0,270.0,110.0,N,Player,NULL
2351,kellge01,1971,BBWAA,360.0,270.0,105.0,N,Player,NULL
2352,vandejo01,1971,BBWAA,360.0,270.0,98.0,N,Player,NULL
2353,newhoha01,1971,BBWAA,360.0,270.0,94.0,N,Player,NULL
2354,rizzuph01,1971,BBWAA,360.0,270.0,92.0,N,Player,NULL
2355,lemonbo01,1971,BBWAA,360.0,270.0,90.0,N,Player,NULL
2356,snidedu01,1971,BBWAA,360.0,270.0,89.0,N,Player,NULL
2357,cavarph01,1971,BBWAA,360.0,270.0,83.0,N,Player,NULL
2358,doerrbo01,1971,BBWAA,360.0,270.0,78.0,N,Player,NULL
2359,darkal01,1971,BBWAA,360.0,270.0,54.0,N,Player,NULL
2360,foxne01,1971,BBWAA,360.0,270.0,39.0,N,Player,NULL
2361,newsobo01,1971,BBWAA,360.0,270.0,17.0,N,Player,NULL
2362,dimagdo01,1971,BBWAA,360.0,270.0,15.0,N,Player,NULL
2363,kellech01,1971,BBWAA,360.0,270.0,14.0,N,Player,NULL
2364,vernomi01,1971,BBWAA,360.0,270.0,12.0,N,Player,NULL
2365,sainjo01,1971,BBWAA,360.0,270.0,11.0,N,Player,NULL
2366,ashburi01,1971,BBWAA,360.0,270.0,10.0,N,Player,NULL
2367,haddiha01,1971,BBWAA,360.0,270.0,10.0,N,Player,NULL
2368,kluszte01,1971,BBWAA,360.0,270.0,9.0,N,Player,NULL
2369,newcodo01,1971,BBWAA,360.0,270.0,8.0,N,Player,NULL
2370,brechha01,1971,BBWAA,360.0,270.0,7.0,N,Player,NULL
2371,coopewa01,1971,BBWAA,360.0,270.0,7.0,N,Player,NULL
2372,moseswa01,1971,BBWAA,360.0,270.0,7.0,N,Player,NULL
2373,piercbi02,1971,BBWAA,360.0,270.0,7.0,N,Player,NULL
2374,furilca01,1971,BBWAA,360.0,270.0,5.0,N,Player,NULL
2375,shantbo01,1971,BBWAA,360.0,270.0,5.0,N,Player,NULL
2376,lopated01,1971,BBWAA,360.0,270.0,4.0,N,Player,NULL
2377,mcdougi01,1971,BBWAA,360.0,270.0,4.0,N,Player,NULL
2378,sievero01,1971,BBWAA,360.0,270.0,4.0,N,Player,NULL
2379,thomsbo01,1971,BBWAA,360.0,270.0,4.0,N,Player,NULL
2380,erskica01,1971,BBWAA,360.0,270.0,3.0,N,Player,NULL
2381,leonadu02,1971,BBWAA,360.0,270.0,3.0,N,Player,NULL
2382,roepr01,1971,BBWAA,360.0,270.0,3.0,N,Player,NULL
2383,jenseja01,1971,BBWAA,360.0,270.0,2.0,N,Player,NULL
2384,moonwa01,1971,BBWAA,360.0,270.0,2.0,N,Player,NULL
2385,powervi01,1971,BBWAA,360.0,270.0,2.0,N,Player,NULL
2386,raschvi01,1971,BBWAA,360.0,270.0,2.0,N,Player,NULL
2387,wertzvi01,1971,BBWAA,360.0,270.0,2.0,N,Player,NULL
2388,brutobi01,1971,BBWAA,360.0,270.0,1.0,N,Player,NULL
2389,bancrda01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
2390,becklja01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
2391,hafeych01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
2392,hoopeha01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
2393,kellejo01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
2394,marquru01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
2395,paigesa01,1971,Negro League,NULL,NULL,NULL,Y,Player,NULL
2396,weissge99,1971,Veterans,NULL,NULL,NULL,Y,Pioneer/Executive,NULL
2397,koufasa01,1972,BBWAA,396.0,297.0,344.0,Y,Player,NULL
2398,berrayo01,1972,BBWAA,396.0,297.0,339.0,Y,Player,NULL
2399,wynnea01,1972,BBWAA,396.0,297.0,301.0,Y,Player,NULL
2400,kinerra01,1972,BBWAA,396.0,297.0,235.0,N,Player,NULL
2401,hodgegi01,1972,BBWAA,396.0,297.0,161.0,N,Player,NULL
2402,mizejo01,1972,BBWAA,396.0,297.0,157.0,N,Player,NULL
2403,slaugen01,1972,BBWAA,396.0,297.0,149.0,N,Player,NULL
2404,reesepe01,1972,BBWAA,396.0,297.0,129.0,N,Player,NULL
2405,marioma01,1972,BBWAA,396.0,297.0,120.0,N,Player,NULL
2406,lemonbo01,1972,BBWAA,396.0,297.0,117.0,N,Player,NULL
2407,kellge01,1972,BBWAA,396.0,297.0,115.0,N,Player,NULL
2408,reynoal01,1972,BBWAA,396.0,297.0,105.0,N,Player,NULL
2409,schoere01,1972,BBWAA,396.0,297.0,104.0,N,Player,NULL
2410,rizzuph01,1972,BBWAA,396.0,297.0,103.0,N,Player,NULL
2411,newhoha01,1972,BBWAA,396.0,297.0,92.0,N,Player,NULL
2412,snidedu01,1972,BBWAA,396.0,297.0,84.0,N,Player,NULL
2413,foxne01,1972,BBWAA,396.0,297.0,64.0,N,Player,NULL
2414,cavarph01,1972,BBWAA,396.0,297.0,61.0,N,Player,NULL
2415,darkal01,1972,BBWAA,396.0,297.0,55.0,N,Player,NULL
2416,dimagdo01,1972,BBWAA,396.0,297.0,36.0,N,Player,NULL
2417,newsobo01,1972,BBWAA,396.0,297.0,31.0,N,Player,NULL
2418,kellech01,1972,BBWAA,396.0,297.0,24.0,N,Player,NULL
2419,sainjo01,1972,BBWAA,396.0,297.0,21.0,N,Player,NULL
2420,vernomi01,1972,BBWAA,396.0,297.0,12.0,N,Player,NULL
2421,ashburi01,1972,BBWAA,396.0,297.0,11.0,N,Player,NULL
2422,kluszte01,1972,BBWAA,396.0,297.0,10.0,N,Player,NULL
2423,thomsbo01,1972,BBWAA,396.0,297.0,10.0,N,Player,NULL
2424,haddiha01,1972,BBWAA,396.0,297.0,9.0,N,Player,NULL
2425,mcmilro01,1972,BBWAA,396.0,297.0,9.0,N,Player,NULL
2426,shantbo01,1972,BBWAA,396.0,297.0,9.0,N,Player,NULL
2427,coopewa01,1972,BBWAA,396.0,297.0,8.0,N,Player,NULL
2428,richabo01,1972,BBWAA,396.0,297.0,8.0,N,Player,NULL
2429,newcodo01,1972,BBWAA,396.0,297.0,7.0,N,Player,NULL
2430,brechha01,1972,BBWAA,396.0,297.0,5.0,N,Player,NULL
2431,leonadu02,1972,BBWAA,396.0,297.0,5.0,N,Player,NULL
2432,erskica01,1972,BBWAA,396.0,297.0,4.0,N,Player,NULL
2433,mcdougi01,1972,BBWAA,396.0,297.0,4.0,N,Player,NULL
2434,piercbi02,1972,BBWAA,396.0,297.0,4.0,N,Player,NULL
2435,raschvi01,1972,BBWAA,396.0,297.0,4.0,N,Player,NULL
2436,wertzvi01,1972,BBWAA,396.0,297.0,4.0,N,Player,NULL
2437,powervi01,1972,BBWAA,396.0,297.0,3.0,N,Player,NULL
2438,sievero01,1972,BBWAA,396.0,297.0,3.0,N,Player,NULL
2439,furilca01,1972,BBWAA,396.0,297.0,2.0,N,Player,NULL
2440,lopated01,1972,BBWAA,396.0,297.0,2.0,N,Player,NULL
2441,roepr01,1972,BBWAA,396.0,297.0,2.0,N,Player,NULL
2442,jenseja01,1972,BBWAA,396.0,297.0,1.0,N,Player,NULL
2443,gibsojo99,1972,Negro League,NULL,NULL,NULL,Y,Player,NULL
2444,gomezle01,1972,Veterans,NULL,NULL,NULL,Y,Player,NULL
2445,harriwi99,1972,Veterans,NULL,NULL,NULL,Y,Pioneer/Executive,NULL
2446,leonabu99,1972,Negro League,NULL,NULL,NULL,Y,Player,NULL
2447,youngro01,1972,Veterans,NULL,NULL,NULL,Y,Player,NULL
2448,spahnwa01,1973,BBWAA,380.0,285.0,316.0,Y,Player,NULL
2449,fordwh01,1973,BBWAA,380.0,285.0,255.0,N,Player,NULL
2450,kinerra01,1973,BBWAA,380.0,285.0,235.0,N,Player,NULL
2451,hodgegi01,1973,BBWAA,380.0,285.0,218.0,N,Player,NULL
2452,roberro01,1973,BBWAA,380.0,285.0,213.0,N,Player,NULL
2453,lemonbo01,1973,BBWAA,380.0,285.0,177.0,N,Player,NULL
2454,mizejo01,1973,BBWAA,380.0,285.0,157.0,N,Player,NULL
2455,slaugen01,1973,BBWAA,380.0,285.0,145.0,N,Player,NULL
2456,marioma01,1973,BBWAA,380.0,285.0,127.0,N,Player,NULL
2457,reesepe01,1973,BBWAA,380.0,285.0,126.0,N,Player,NULL
2458,kellge01,1973,BBWAA,380.0,285.0,114.0,N,Player,NULL
2459,rizzuph01,1973,BBWAA,380.0,285.0,111.0,N,Player,NULL
2460,snidedu01,1973,BBWAA,380.0,285.0,101.0,N,Player,NULL
2461,schoere01,1973,BBWAA,380.0,285.0,96.0,N,Player,NULL
2462,reynoal01,1973,BBWAA,380.0,285.0,93.0,N,Player,NULL
2463,newhoha01,1973,BBWAA,380.0,285.0,79.0,N,Player,NULL
2464,cavarph01,1973,BBWAA,380.0,285.0,73.0,N,Player,NULL
2465,foxne01,1973,BBWAA,380.0,285.0,73.0,N,Player,NULL
2466,darkal01,1973,BBWAA,380.0,285.0,53.0,N,Player,NULL
2467,sainjo01,1973,BBWAA,380.0,285.0,47.0,N,Player,NULL
2468,dimagdo01,1973,BBWAA,380.0,285.0,43.0,N,Player,NULL
2469,newsobo01,1973,BBWAA,380.0,285.0,33.0,N,Player,NULL
2470,ashburi01,1973,BBWAA,380.0,285.0,25.0,N,Player,NULL
2471,vernomi01,1973,BBWAA,380.0,285.0,23.0,N,Player,NULL
2472,kluszte01,1973,BBWAA,380.0,285.0,14.0,N,Player,NULL
